0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.41404117825901277,1.0107114788178921,0.3728031109469705,6.0009298762317975,4.87846975238057,0.8129523012263458,5.892919523912196,5.4935252955813105,8.52692567191187,146.0,109.0,152.0,62.0,151.0,151.0,473324.0,478394.0,368248.0,137284.0,30.0,0.16842581060996412
0.4781282674208366,0.9916180507048905,0.3981786281226502,6.145320036483376,4.734867602296506,0.7704834856747358,5.969990408186701,5.4433925537829335,8.453658445829198,147.0,104.0,153.0,62.0,155.0,155.0,406588.0,403180.0,299225.0,119145.0,30.0,0.16136149863926993
0.4379089337525798,1.0215311004784688,0.6679986327032993,5.675087127077834,5.0811940587631765,0.895350845719886,5.525760623746725,5.348194098369887,8.359759412672515,147.0,124.0,157.0,59.0,151.0,151.0,595232.0,608048.0,377387.0,252094.0,39.0,0.18000271671678575
0.4600501080786162,1.0201810760891994,0.98052334746208,5.615488573422565,5.145918085098513,0.9163794063180054,5.587609912505262,5.186077692600274,8.43027761290178,146.0,129.0,162.0,64.0,161.0,161.0,596103.0,608133.0,314017.0,307901.0,39.0,0.18167271872256927
0.4452226656579504,0.9636977428109427,0.4714145739097754,5.479479418031039,4.658899376562493,0.8502448902776594,5.204680883019381,5.13528247347836,8.180887991296476,147.0,121.0,154.0,62.0,155.0,155.0,528755.0,509560.0,372515.0,175609.0,48.0,0.17587395978525852
0.44818200544196835,1.0321085000478607,0.38674005225943725,5.462587603129082,4.610409265719339,0.8439973142176067,5.13450686708318,5.219346081742223,8.482640237756547,148.0,118.0,153.0,62.0,155.0,155.0,501456.0,517557.0,395718.0,153040.0,48.0,0.18894131774777356
0.4348254479622827,0.9882026875033868,0.6166645380673382,5.352102972168782,4.350016209607881,0.812767660156801,5.236892644539752,4.66548486241791,8.36757627974749,148.0,132.0,155.0,63.0,158.0,158.0,756613.0,747687.0,501112.0,309018.0,33.0,0.18463820532640962
0.4428365589029683,0.9848163050638703,0.6469834181871036,5.453299969081049,4.420627839439554,0.8106335364831373,5.334402858411352,4.721312456963871,8.349939753388236,147.0,131.0,154.0,62.0,155.0,155.0,745339.0,734022.0,495362.0,320491.0,33.0,0.18059089187236194
0.4490002728595683,1.0221735479235026,0.7673898301155168,5.820296069453006,5.3452485377681525,0.918380864819219,5.7066095373205465,5.510885845255412,8.39880974440647,140.0,116.0,154.0,64.0,151.0,151.0,577535.0,590341.0,345058.0,264794.0,44.0,0.17562225971428408
0.4595974959061224,1.000352773788406,0.6961820450295135,5.830161080690817,5.3977392017821755,0.9258302004140503,5.671903769257063,5.616955702738879,8.10732381633851,140.0,113.0,154.0,61.0,148.0,148.0,598117.0,598328.0,369491.0,257233.0,44.0,0.1715823559492243
