0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.34848169473687424,0.3164908287367334,5.638566790204338,6.639569218655162,0.9727436933006048,3.4915074193936295,3.396341822327423,134.0,111.0,135.0,11789724.0,7681221.0,5250185.0,23.0,16.0,99.0,122.0,128.0,144.0,68.0
0.29602799602213004,0.3298686030165374,5.725260673857727,0.8515173786722371,0.9340619411066798,3.8213592936278156,3.5693862794720483,148.0,144.0,153.0,15291601.0,10764859.0,7213870.0,29.0,14.0,119.0,148.0,149.0,163.0,68.0
0.41861803145443705,0.2668452409481448,6.32559509003236,3.8735335188110116,0.9800618375970357,4.2650968586068,4.180058664775524,147.0,118.0,149.0,15288018.0,8888178.0,6516410.0,32.0,27.0,100.0,132.0,137.0,164.0,54.0
0.4195986185033279,0.25868544269206867,6.30570468762634,4.210836357749055,0.9763611236911574,4.246164388359531,4.145789833596087,147.0,112.0,149.0,16824941.0,9765219.0,7239099.0,40.0,28.0,89.0,129.0,135.0,163.0,54.0
0.4000836247317431,0.3093370498542499,6.2824868462055505,2.049061506254014,0.9499198764081804,4.4957818269596705,4.270632517423674,146.0,130.0,151.0,6818557.0,4090564.0,2825201.0,22.0,25.0,118.0,140.0,142.0,167.0,62.0
0.39294086031021347,0.3252090128810001,6.608296176686074,2.006214084424238,0.9512961874197943,4.602628691438023,4.378463126273948,146.0,130.0,151.0,8022734.0,4870274.0,3286417.0,23.0,26.0,117.0,140.0,142.0,168.0,62.0
0.3648404914511941,0.2388098389509564,5.996109142412463,0.933789756038851,0.9573506659539947,4.1298156327261,3.9536817462575495,152.0,148.0,157.0,4458225.0,2831684.0,2155450.0,13.0,17.0,139.0,152.0,153.0,170.0,50.0
0.3823997115412996,0.30159452667429953,6.559454314682213,0.4688559262398193,0.9484333088197107,4.799234886276298,4.551754222994017,145.0,142.0,157.0,6267795.0,3870992.0,2703522.0,18.0,26.0,131.0,149.0,150.0,176.0,50.0
0.3417302218898524,0.32931109400966624,6.12465930206619,6.127730062623975,0.9807878902847472,3.8117256595580318,3.7384943679821587,149.0,127.0,150.0,8887022.0,5850058.0,3923569.0,24.0,19.0,114.0,138.0,142.0,161.0,71.0
0.3466876919641386,0.31658256787556927,6.336396857514431,3.7347555403778117,0.96025321464505,3.918867216865037,3.763104842761752,148.0,131.0,150.0,8741216.0,5710744.0,3902822.0,25.0,19.0,115.0,140.0,142.0,161.0,71.0
0.43396879308897063,0.26640255275240726,6.295402882313471,3.683025602178324,0.9751893771352804,4.107650479727015,4.0057371128144235,148.0,121.0,150.0,14183589.0,8028354.0,5889580.0,30.0,23.0,104.0,134.0,140.0,163.0,65.0
0.37261214283280253,0.3096110784797523,6.207806215163935,4.011049158284191,0.9639640376277495,3.9508406192406555,3.8084682753469403,148.0,127.0,150.0,11679614.0,7327648.0,5058927.0,25.0,20.0,113.0,138.0,141.0,161.0,65.0
0.32441941707285693,0.2785798689105172,6.220469830987138,1.3497083495368438,0.9420995102316139,3.9823437400701684,3.751764087094039,148.0,141.0,152.0,10911964.0,7371911.0,5318245.0,27.0,16.0,119.0,146.0,147.0,163.0,66.0
0.3657630858354083,0.2842991691757356,6.279147103710541,2.9138110134308564,0.9669525143665701,4.248621806280549,4.108215538175616,147.0,129.0,150.0,10969762.0,6957428.0,4979437.0,36.0,23.0,103.0,139.0,141.0,164.0,66.0
0.4421716868053964,0.2715361736245603,5.927712165810343,4.038445012440091,0.9502056938641695,3.8207689543653434,3.6305164153773988,147.0,114.0,149.0,17688057.0,9866899.0,7187679.0,39.0,22.0,91.0,130.0,137.0,159.0,70.0
0.4126070748921872,0.2844900746148108,6.447970782438571,3.5454241835739455,0.9706672011997003,4.382544298170682,4.253992008039041,147.0,117.0,150.0,15787548.0,9273494.0,6635277.0,34.0,28.0,98.0,132.0,138.0,166.0,70.0
0.404347579534413,0.2860245279692338,6.388588476214513,3.0286532776798984,0.9697867843875609,4.258942587958414,4.130266237267427,147.0,125.0,150.0,9169930.0,5462091.0,3899799.0,26.0,25.0,111.0,137.0,140.0,165.0,67.0
0.3680340918253292,0.30903393202088214,6.074178615275573,3.6550186247415186,0.9713898025554897,4.1370397536462455,4.018678229458638,148.0,129.0,150.0,7590324.0,4796826.0,3314444.0,24.0,21.0,115.0,139.0,142.0,163.0,67.0
0.4686450006831723,0.3427992620024083,6.876994917680324,0.2858756854240632,0.6972829736137193,5.646928641326917,3.937507194808912,143.0,139.0,195.0,32210031.0,17114961.0,11247965.0,50.0,35.0,106.0,156.0,173.0,208.0,79.0
0.4160221200024381,0.28218521174298594,6.00462758392772,3.265384192129161,0.9642897682713877,3.8775819035508095,3.739112555228336,148.0,129.0,150.0,10106328.0,5901872.0,4236451.0,23.0,19.0,116.0,139.0,142.0,161.0,79.0
0.35744082036577424,0.31576293112899334,6.248334114230978,3.780907321483305,0.9788461809684829,4.181795638978392,4.093334690804656,147.0,128.0,149.0,8872140.0,5700875.0,3900750.0,22.0,22.0,116.0,138.0,141.0,163.0,67.0
0.34678840843961706,0.3129196801351996,6.477635706494739,3.682571433191878,0.9858332960914892,4.386385958030743,4.324245326934872,147.0,128.0,149.0,9029604.0,5898242.0,4052566.0,21.0,27.0,117.0,138.0,140.0,167.0,67.0
0.3793866826935105,0.2979895836274657,6.228422806814837,3.721258065317955,0.977891727748388,4.241687981704302,4.147911588998392,148.0,127.0,150.0,8673781.0,5383064.0,3778967.0,25.0,24.0,113.0,138.0,141.0,165.0,56.0
