0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0.2744967502631274,0.00015120592481611595,7.214901996301979e-05,4.541202025393907,4.779971006122765,4.779971006122765,4.811565772981164,3.940134368363163,3.858927555369143,0.0,4.811565772981164,0.9793898366395674,6.0,0.279684027621855,0.00015120592481611595,7.214901996301979e-05,3.940134368363163,4.765387395850656,6.2049851284038295,1.0525783656824093,1.0066098239545656,1.209447940180356,59.0
0.33744665037415006,0.0001586047135508242,0.00015862469668691926,4.6181657522480055,5.211948669451794,5.211948669451794,5.02216282647288,4.53775161105431,1.5842031208356944,4.230957716087696,5.02216282647288,0.3491163149998017,1.1870037857803977,0.3374518927539763,0.0001586047135508242,0.00015862469668691926,4.53775161105431,5.020523956772357,6.58553398216282,1.1285754884208627,0.963586394453329,1.1063902097554164,59.0
0.3348479837467269,0.00025944240023314277,0.00010425243305039065,4.971700555615814,4.464968235562371,4.464968235562371,4.338318662910895,4.464502929371231,4.21725875964562,1.5823051548945954,4.338318662910895,0.9446200005606376,2.7417711744735422,0.33494511370846675,0.00025944240023314277,0.00010425243305039065,4.464502929371231,4.336147358560323,6.361332342103713,0.8980766612178482,0.9716348323280907,0.9712497510156219,55.0
0.3743454765990642,0.0002689861500613605,0.00013228090895339218,5.158715830174251,4.681269733782909,4.681269733782909,4.616304883367897,4.737977768963739,4.116018471096313,1.9981501734647333,4.616304883367897,0.8687289539555063,2.3102892588715496,0.37448733772779635,0.0002689861500613605,0.00013228090895339218,4.737977768963739,4.612840829509717,6.526719658217374,0.9074486534810321,0.9861223868502629,0.9735885338521986,55.0
0.36186033170477755,6.585234258483914e-05,5.98665275767676e-05,4.579265673744658,4.2995759000342755,4.2995759000342755,3.93936948020608,4.484045628538269,2.5802691378639415,2.799892784390692,3.93936948020608,0.5754332920793829,1.4069715462563182,0.36186033170477755,6.585234258483914e-05,5.98665275767676e-05,4.484045628538269,3.93936948020608,6.347458794608683,0.9389225710764084,0.9162228023872484,0.8785301949503701,56.0
0.34485013327206226,8.473375443873145e-05,7.405387276832603e-05,4.486556466157131,4.156064788790739,4.156064788790739,3.9189611391777768,4.454464052584232,2.5808635938038567,2.3108163481452215,3.9189611391777768,0.5793881291525034,1.6959206396143656,0.34485013327206226,8.473375443873145e-05,7.405387276832603e-05,4.454464052584232,3.9189611391777768,6.281417112406747,0.9263373413754296,0.9429499630870888,0.8797828634186,56.0
0.30631628604049344,0.00015982151754089684,0.00014559695398230318,4.681207845696624,4.796488214312469,4.796488214312469,4.760116160766727,4.665659050647574,1.999101239230547,3.378492144220187,4.760116160766727,0.4284713515345876,1.4089469377367583,0.3063355499587353,0.00015982151754089684,0.00014559695398230318,4.665659050647574,4.758440947998474,6.097712915105873,1.0246262017017298,0.9924169409116425,1.0198861289142038,63.0
0.32142261436588637,0.0004575847616917688,0.00042382671373890216,4.698467769521226,4.896386574689055,4.896386574689055,4.811049471777678,4.660798220532609,1.9991288984278113,3.4032745971690144,4.811049471777678,0.4289241464307293,1.4136530375126677,0.3214478326669908,0.0004575847616917688,0.00042382671373890216,4.660798220532608,4.809239603072159,6.3793594560959725,1.0421241168135111,0.9825714122833946,1.0318489184718638,63.0
0.3315031284949792,0.002509877663383574,0.001713403396921851,4.8140652170701586,4.57954863727322,4.57954863727322,4.505161383768168,4.475751856831729,3.7445100184248488,1.9975166237336328,4.505161383768168,0.8366214522615407,2.255381171921064,0.3326859026729012,0.002509877663383574,0.001713403396921851,4.47575185683173,4.482861561729871,6.114764199134097,0.9512851261413393,0.9837566407965165,1.0015884939839301,57.0
0.36468755060465124,8.91049149222778e-05,8.21177288682255e-05,4.193109739210627,4.509495679321047,4.509495679321047,4.382789109973833,3.974073592381975,1.999291156580845,2.7936677413583295,4.382789109973833,0.5030835766135152,1.5688297663640007,0.3654460814166191,8.91049149222778e-05,8.21177288682255e-05,3.974073592381975,4.36586935160254,6.0791607316147775,1.0754537705397573,0.9719022750308322,1.098587947634289,57.0
